individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
17;34;51;71;51;63;67;67;53;62;51;41;76;76;49;48;76;76;76;76;76;76;71;50;68;65;63;65;61;49;49;49;56;62;62;51;70;54;49;62;38;54;68;50;40;76;51;76;34;51;70;63;58;49;57;69;76;37;70;67;62;71;76;71;59;54;40;24;59;54;76;76;76;67;76;76;64;47;50;76;53;73;50;50;76;36;76;76;41;49;47;45;67;71;67;67;68;62;75;49
76;36;15;48;71;68;67;71;75;72;49;50;76;54;76;76;67;62;76;50;76;34;63;68;53;60;63;50;51;50;76;76;70;64;76;54;59;64;70;59;49;76;36;48;50;50;36;37;72;73;43;42;56;53;36;51;70;76;55;42;65;71;63;76;58;58;71;64;76;36;76;70;76;50;50;48;65;65;67;67;49;74;47;47;66;75;62;62;70;34;63;51;64;76;76;50;48;67;68;68
70;76;62;50;76;71;58;59;66;60;76;49;71;73;65;49;76;76;63;71;52;67;50;54;69;69;41;76;61;58;50;76;71;71;57;71;68;67;54;55;76;75;76;65;50;50;54;63;67;67;67;66;46;61;76;51;76;65;64;51;76;76;76;76;76;70;72;62;34;48;48;67;76;49;49;41;65;76;57;65;67;76;48;64;54;76;67;60;53;62;65;54;76;76;67;69;62;67;48;65
75;68;67;68;50;49;63;61;62;71;40;34;57;60;57;57;56;36;36;34;52;61;51;51;76;51;66;67;65;76;70;65;34;48;76;72;50;50;38;66;50;49;50;49;41;67;53;59;47;45;57;20;70;21;15;76;42;63;71;76;76;76;76;50;57;60;42;65;67;62;34;64;71;76;54;8;40;73;68;33;55;55;67;76;61;60;55;29;36;68;66;76;76;76;76;72;65;52;69;69
71;72;76;76;68;72;61;54;69;43;62;36;62;56;65;37;53;61;64;54;55;64;51;70;60;52;76;76;50;62;75;64;60;60;39;59;76;54;42;69;33;71;65;68;51;76;75;73;65;67;54;76;63;65;65;76;36;75;43;66;71;66;42;62;66;73;71;71;36;47;67;57;62;51;67;69;76;67;66;69;15;51;75;42;53;50;67;62;61;65;76;76;75;41;54;57;64;59;69;64
69;57;67;76;36;76;63;62;50;69;51;50;59;76;47;50;47;62;76;70;60;51;76;76;63;45;47;58;74;72;65;74;69;48;73;71;76;54;73;49;52;73;54;52;65;48;50;63;76;70;76;37;72;71;74;75;50;47;63;65;71;68;54;64;68;58;62;67;74;58;51;50;50;76;50;49;36;47;76;76;66;69;75;67;72;58;76;76;62;76;62;42;76;76;44;41;51;62;67;62
65;50;41;66;74;52;54;71;63;73;76;76;33;65;45;61;76;50;65;71;55;40;54;50;62;41;76;51;67;51;42;47;55;69;65;53;68;56;42;50;49;76;46;64;15;76;51;76;71;72;67;75;69;75;58;69;60;62;62;76;70;55;68;70;73;54;49;72;65;15;76;15;65;76;71;75;63;69;62;65;76;75;33;67;67;64;58;64;71;58;76;76;63;47;64;48;65;72;76;62
66;72;76;69;56;67;49;49;60;43;65;74;50;65;69;57;55;61;76;63;70;68;58;36;67;62;49;62;60;52;51;62;76;37;73;69;47;55;69;68;63;64;70;62;73;56;76;76;76;62;62;71;59;62;49;50;59;69;74;58;74;72;55;64;54;48;67;67;76;72;69;69;52;72;68;66;53;61;76;57;54;62;66;34;37;72;61;16;63;71;71;55;76;76;44;41;67;59;76;76
76;50;76;36;75;71;65;72;76;36;67;64;63;76;71;48;49;50;48;62;74;67;54;72;65;62;65;72;63;62;50;63;76;76;67;65;65;60;62;76;53;65;60;43;72;76;67;76;52;75;67;69;47;68;43;23;64;63;76;51;76;76;66;72;76;62;75;51;72;73;76;76;47;65;55;62;69;67;56;63;67;75;54;54;67;76;73;53;71;65;69;76;72;73;65;68;65;76;66;60
64;57;72;76;76;76;65;47;33;62;39;35;72;75;71;64;73;69;58;63;65;76;62;67;72;71;72;76;67;69;48;38;67;48;34;76;51;66;37;33;73;40;46;37;67;76;63;73;62;62;76;50;70;76;54;70;62;62;76;76;67;49;62;47;51;72;76;76;59;72;64;65;51;54;46;72;47;60;37;50;68;59;53;73;50;48;62;76;73;69;66;51;76;76;74;70;76;15;67;54
