individual_0;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79;individual_80;individual_81;individual_82;individual_83;individual_84;individual_85;individual_86;individual_87;individual_88;individual_89;individual_90;individual_91;individual_92;individual_93;individual_94;individual_95;individual_96;individual_97;individual_98;individual_99
58;40;56;65;70;65;59;47;48;50;59;67;66;68;54;72;46;56;55;67;60;60;68;51;43;66;65;64;70;68;59;60;43;67;62;47;44;62;43;62;40;48;67;65;58;66;60;65;68;66;64;68;58;51;66;66;69;69;51;63;65;50;56;66;66;51;66;67;56;52;67;69;60;62;49;57;72;70;65;40;50;63;57;61;70;66;61;44;60;50;64;67;67;43;67;66;54;48;68;67
61;49;68;67;66;64;65;65;67;66;65;72;46;56;68;62;67;66;67;67;57;67;64;43;66;67;43;70;67;67;50;64;65;48;66;67;66;55;66;43;43;69;66;67;64;55;50;40;53;57;55;64;43;67;72;72;68;66;53;53;66;68;68;67;65;68;41;67;58;65;55;68;58;49;67;65;67;66;55;72;65;57;40;70;66;66;67;69;61;43;64;67;62;60;69;66;57;68;66;41
62;57;43;37;70;67;63;61;67;66;68;67;64;60;68;65;65;68;67;40;59;67;52;40;51;40;72;65;67;59;65;66;64;63;44;46;57;61;64;54;68;67;65;40;45;62;41;55;37;50;66;68;66;68;61;51;54;56;50;44;60;61;48;40;67;37;66;66;68;66;68;68;58;61;50;65;45;65;67;43;68;67;64;64;66;69;65;67;55;60;50;58;69;61;42;66;67;66;67;67
61;66;65;67;70;57;66;48;40;66;56;62;74;43;55;65;65;67;69;68;65;65;50;40;61;67;53;65;54;62;68;52;64;66;68;69;67;67;68;68;51;65;50;50;68;66;57;40;57;55;60;55;66;52;66;61;69;68;67;67;57;67;68;66;53;54;59;56;59;64;63;65;70;68;64;55;66;50;72;43;57;59;68;67;52;69;68;70;63;45;67;68;43;65;37;68;50;66;43;57
48;72;40;51;57;50;51;40;45;61;56;44;69;68;59;66;68;68;66;65;65;66;55;53;61;56;67;51;69;43;61;65;51;64;65;67;74;66;56;64;63;58;66;67;55;58;43;64;67;50;61;63;57;48;65;50;64;62;65;66;57;43;60;58;56;52;65;57;57;64;50;57;65;52;63;57;67;66;62;43;70;69;51;66;66;41;50;54;69;68;65;67;66;52;64;68;67;56;37;66
66;65;58;69;63;65;66;50;63;66;55;68;44;51;67;66;67;65;41;67;70;67;69;70;52;51;65;40;57;55;60;51;43;69;61;52;45;59;63;44;54;57;69;51;48;66;67;68;44;65;57;67;62;37;51;50;50;66;49;49;64;39;41;50;67;68;64;58;40;67;60;65;67;67;72;43;40;40;67;67;44;69;56;58;67;65;40;66;40;66;62;68;66;67;65;67;50;37;67;40
67;66;65;65;65;51;65;65;67;68;50;69;65;67;66;50;67;43;66;67;64;67;58;64;68;48;66;68;65;67;68;64;46;52;58;47;66;66;68;58;57;48;48;64;65;68;58;50;67;55;70;65;41;66;50;43;66;67;57;54;65;62;51;48;49;56;63;61;67;67;65;66;67;65;45;64;67;55;63;58;66;66;67;65;69;51;50;57;66;66;57;52;67;67;67;68;66;67;66;66
67;67;55;65;67;67;41;43;55;53;54;72;53;54;68;68;67;54;58;48;58;47;65;65;40;50;63;47;65;65;67;68;69;70;64;63;41;37;43;40;68;67;50;52;57;50;64;60;65;74;65;57;57;70;61;54;37;66;47;63;60;50;66;68;66;67;55;51;63;66;64;68;66;43;67;55;43;57;68;67;43;65;52;69;66;67;37;68;66;67;57;70;67;65;67;40;43;43;50;57
66;41;67;68;67;65;64;67;44;67;63;45;68;68;72;40;67;65;40;66;43;65;66;68;42;66;61;53;65;55;56;59;50;50;67;40;61;38;67;55;65;55;48;68;43;72;64;58;70;68;52;66;40;67;67;70;66;67;69;69;70;67;43;43;68;68;68;69;66;66;66;62;64;61;60;53;65;66;55;68;52;58;67;43;54;66;64;37;62;67;68;68;68;67;41;65;64;63;67;51
66;67;63;66;50;51;65;50;67;66;43;65;68;37;43;57;68;50;58;60;50;59;51;43;68;64;66;66;59;58;52;63;55;70;66;66;57;54;39;38;70;40;57;48;65;67;74;66;69;68;66;65;66;72;66;70;65;51;66;60;67;68;62;45;48;62;67;67;66;68;66;66;62;47;67;66;64;62;65;67;66;66;67;68;61;45;66;66;62;63;52;58;54;60;67;66;68;50;68;40
67;66;66;57;53;59;66;66;40;48;68;70;61;61;65;67;64;41;40;66;67;67;65;67;69;68;51;43;61;68;44;56;66;66;70;67;53;65;43;55;43;57;57;49;44;65;50;61;67;55;47;53;66;40;43;52;54;64;58;62;65;59;42;38;37;67;68;68;67;67;67;63;69;69;48;46;68;67;61;68;67;64;67;67;66;65;69;37;55;67;66;66;67;68;66;67;66;64;50;51
